id,mean_Z,del_Z,mode_Z,L2_norm,L3_norm,mean_grp,del_grp,mode_grp,mean_period,del_period,mode_period,mean_valelec,del_valelec,mode_valelec,mean_electroneg,del_electroneg,mode_electroneg,stoichio_entropy,cell_area,hform,label
Cd2S2-d7f9557e8b3a,32,16,32,0.707,0.63,14,4,14,4,1,4,4,2,4,2.135,0.445,2.135,0.693,26.91139,-0.2414,1
Cl2Mo2S2-3183bad24fef,25,11.333,25,0.577,0.481,13,9.333,13,3.667,0.889,3.667,6.333,0.444,6.333,2.633,0.351,2.633,1.099,14.32123,-0.5254,1
ZrS2-8913f4e54692,24,10.667,16,0.745,0.693,12,10.667,16,3.667,0.889,3,5.333,0.889,6,2.163,0.556,2.58,0.637,11.74255,-1.58549,1
Sb2Si6-ed3b62893f89,23.25,13.875,14,0.791,0.759,14.25,0.75,14,3.5,0.75,3,4.25,0.375,4,1.937,0.056,1.9,0.562,60.35157,0.85005,-1
VTe2-0ad30b11e722,42.333,12.889,52,0.745,0.693,12.333,9.778,16,4.667,0.444,5,5.667,0.444,6,1.943,0.209,2.1,0.637,11.22276,-0.30414,1
Au2Te4-53db4e7f19bd,61,12,52,0.745,0.693,14.333,4.444,16,5.333,0.444,5,7.667,2.222,6,2.247,0.196,2.1,0.637,45.47473,0.03747,-1
As2I6-7c51a624bf63,48,7.5,53,0.791,0.759,16.5,1.5,17,4.75,0.375,5,6.5,0.75,7,2.54,0.18,2.66,0.562,46.12686,-0.20988,1
IrCl2-08de70f39cec,37,26.667,17,0.745,0.693,14.333,7.111,17,4,1.333,3,7.667,0.889,7,2.84,0.427,3.16,0.637,11.95451,0.0992,-1
Au2Br2N2-d9d54253bc1f,40.333,25.778,40.333,0.577,0.481,14.333,4.444,14.333,4,1.333,4,7.667,2.222,7.667,2.847,0.204,2.847,1.099,14.89851,0.96574,-1
Ag2Te2-a9be668d104a,49.5,2.5,49.5,0.707,0.63,13.5,5,13.5,5,0,5,8.5,2.5,8.5,2.015,0.085,2.015,0.693,15.31698,0.08482,-1
I2S2Ti2-23a4759cd0e1,30.333,15.111,30.333,0.577,0.481,12.333,11.111,12.333,4,0.667,4,5.667,1.111,5.667,2.26,0.48,2.26,1.099,17.72789,-1.16462,1
Mn2Se2-2d3aa76e2b84,29.5,4.5,29.5,0.707,0.63,11.5,9,11.5,4,0,4,6.5,0.5,6.5,2.05,0.5,2.05,0.693,14.89036,-0.11177,1
SnTe2-487320ab9d94,51.333,0.889,52,0.745,0.693,15.333,1.778,16,5,0,5,5.333,0.889,6,2.053,0.062,2.1,0.637,12.45987,0.11756,-1
Ag2S2-b9a16934b03e,31.5,15.5,31.5,0.707,0.63,13.5,5,13.5,4,1,4,8.5,2.5,8.5,2.255,0.325,2.255,0.693,15.16088,0.23234,-1
OsS2-7db202e6bf7b,36,26.667,16,0.745,0.693,13.333,7.111,16,4,1.333,3,6.667,0.889,6,2.453,0.169,2.58,0.637,10.67424,-0.01496,1
Al2S2-f9df9f4a5c34,14.5,1.5,14.5,0.707,0.63,14.5,3,14.5,3,0,3,4.5,1.5,4.5,2.095,0.485,2.095,0.693,11.12418,-0.88569,1
S2Ta2-ba8a26f5e57c,44.5,28.5,44.5,0.707,0.63,10.5,11,10.5,4.5,1.5,4.5,5.5,0.5,5.5,2.04,0.54,2.04,0.693,14.88168,-0.43537,1
Ga2S4-ab9a73b73277,21,6.667,16,0.745,0.693,15,2.667,16,3.333,0.444,3,5,1.333,6,2.323,0.342,2.58,0.637,30.43771,0.10577,-1
Hg2S4-2b130b4a823a,37.333,28.444,16,0.745,0.693,14.667,3.556,16,4,1.333,3,4.667,1.778,6,2.387,0.258,2.58,0.637,29.05329,0.42473,-1
CrCl2-e1c2b9550daf,19.333,3.111,17,0.745,0.693,13.333,9.778,17,3.333,0.444,3,6.667,0.444,7,2.66,0.667,3.16,0.637,13.91447,-0.82829,1
Bi2Br2N2-d00d6e55c0c0,41.667,27.556,41.667,0.577,0.481,15.667,1.778,15.667,4,1.333,4,5.667,0.889,5.667,2.673,0.436,2.673,1.099,16.62869,0.31159,-1
PtI2-3b7f037b9694,61.333,11.111,53,0.745,0.693,14.667,6.222,17,5.333,0.444,5,8,1.333,7,2.533,0.169,2.66,0.637,14.4582,0.0986,-1
Fe2S2-0a052d50ac61,21,5,21,0.707,0.63,12,8,12,3.5,0.5,3.5,7,1,7,2.205,0.375,2.205,0.693,11.87946,-0.25626,1
Al2Br2N2-1d000b12ca7b,18.333,11.111,18.333,0.577,0.481,15,2.667,15,3,0.667,3,5,1.333,5,2.537,0.618,2.537,1.099,11.94224,-0.49093,1
WH2-862f02c1a774,25.333,32.444,1,0.745,0.693,2.667,4.444,1,2.667,2.222,1,2.667,2.222,1,2.253,0.071,2.2,0.637,6.59463,0.43355,-1
SnI2-bf884c9076a0,52,1.333,53,0.745,0.693,16,2.667,17,5,0,5,6,1.333,7,2.427,0.311,2.66,0.637,18.1331,-0.53856,1
IrBr2-094fb2a129e6,49,18.667,35,0.745,0.693,14.333,7.111,17,4.667,0.889,4,7.667,0.889,7,2.707,0.338,2.96,0.637,12.9693,0.2092,-1
NiO2-c444fe118e1b,14.667,8.889,8,0.745,0.693,14,5.333,16,2.667,0.889,2,7.333,1.778,6,2.93,0.68,3.44,0.637,6.98307,-0.64602,1
Br2K2-a110a9463b72,27,8,27,0.707,0.63,9,16,9,4,0,4,4,3,4,1.89,1.07,1.89,0.693,39.6792,-1.6471,1
RuS2-bd1cbb66f7bc,25.333,12.444,16,0.745,0.693,13.333,7.111,16,3.667,0.889,3,6.667,0.889,6,2.453,0.169,2.58,0.637,9.74245,-0.15949,1
I2S2Sc2-211074b92a35,30,15.333,30,0.577,0.481,12,12,12,4,0.667,4,5.333,1.556,5.333,2.2,0.56,2.2,1.099,20.00403,-1.67925,1
TlSe2-c33a6d6e234d,49.667,20.889,34,0.745,0.693,15,2.667,16,4.667,0.889,4,5,1.333,6,2.24,0.413,2.55,0.637,15.03547,0.13975,-1
F2V2-42b0d411a908,16,7,16,0.707,0.63,11,12,11,3,1,3,6,1,6,2.805,1.175,2.805,0.693,6.31167,-1.89118,1
Cr2S4-45828f7c9596,18.667,3.556,16,0.745,0.693,12.667,8.889,16,3.333,0.444,3,6,0,6,2.273,0.409,2.58,0.637,16.45079,-0.56288,1
PtS2-154711578545,36.667,27.556,16,0.745,0.693,14,5.333,16,4,1.333,3,7.333,1.778,6,2.48,0.133,2.58,0.637,10.55254,0.19863,-1
I2Pd2Se2-aaba1a6be8bd,44.333,6.889,44.333,0.577,0.481,14.333,5.778,14.333,4.667,0.444,4.667,7.667,1.556,7.667,2.47,0.18,2.47,1.099,20.0902,-0.27295,1
PtS2-b4af6c0363a1,36.667,27.556,16,0.745,0.693,14,5.333,16,4,1.333,3,7.333,1.778,6,2.48,0.133,2.58,0.637,10.71718,0.19683,-1
Au2S2-b5d44cdbc9f2,47.5,31.5,47.5,0.707,0.63,13.5,5,13.5,4.5,1.5,4.5,8.5,2.5,8.5,2.56,0.02,2.56,0.693,14.39644,0.28771,-1
WCr3S8-dc4259e69783,22.833,9.111,16,0.717,0.679,12.667,8.889,16,3.5,0.667,3,6,0,6,2.332,0.336,2.58,0.824,33.05185,-0.71416,1
BiSbTi-a79f176f3ebb,52,20.667,52,0.577,0.481,11.333,9.778,11.333,5,0.667,5,4.667,0.444,4.667,1.87,0.22,1.87,1.099,9.3732,-0.0617,1
P2Ti2S6-1b2e64d113e5,17,2,16,0.663,0.614,13.4,7.52,16,3.2,0.32,3,5.4,0.72,6,2.294,0.343,2.58,0.95,30.65649,-0.70424,1
Ru2Te2-2b8507f4b1b3,48,4,48,0.707,0.63,12,8,12,5,0,5,7,1,7,2.15,0.05,2.15,0.693,14.76083,0.13409,-1
Sb2Te2-a45e6e0cca57,51.5,0.5,51.5,0.707,0.63,15.5,1,15.5,5,0,5,5.5,0.5,5.5,2.075,0.025,2.075,0.693,14.73865,0.1626,-1
Co2Te4-9a657addba10,43.667,11.111,52,0.745,0.693,13.667,6.222,16,4.667,0.444,5,7,1.333,6,2.027,0.098,2.1,0.637,38.58282,0.14463,-1
Sn2Te2-03bcf7dcdaf2,51,1,51,0.707,0.63,15,2,15,5,0,5,5,1,5,2.03,0.07,2.03,0.693,20.82734,-0.21535,1
Pt2O6-5b9f07cb8ac4,25.5,26.25,8,0.791,0.759,14.5,4.5,16,3,1.5,2,7,1.5,6,3.15,0.435,3.44,0.562,18.34092,-0.08517,1
KS2-b4477541c0cb,17,1.333,16,0.745,0.693,11,13.333,16,3.333,0.444,3,4.333,2.222,6,1.993,0.782,2.58,0.637,7.91443,0.3535,-1
Ge2I2S2-7c5e692ab190,33.667,12.889,33.667,0.577,0.481,15.667,2.222,15.667,4,0.667,4,5.667,1.111,5.667,2.417,0.271,2.417,1.099,19.12837,-0.1855,1
Co2Se6-7b9a8963a802,32.25,2.625,34,0.791,0.759,14.25,5.25,16,4,0,4,6.75,1.125,6,2.382,0.251,2.55,0.562,17.49028,-0.0725,1
CO2Sc2-9ba9f64e4cea,12.8,6.56,21,0.6,0.514,10.4,11.84,3,2.8,0.96,4,4.4,1.28,3,2.43,0.856,1.36,1.055,9.02806,-1.81234,1
MoSb2-f6d2831feb02,48,4,51,0.745,0.693,12,8,15,5,0,5,5.333,0.444,5,2.087,0.049,2.05,0.637,9.484,0.16289,-1
GeO-a42f736f1682,20,12,20,0.707,0.63,15,2,15,3,1,3,5,1,5,2.725,0.715,2.725,0.693,7.85079,-0.92518,1
Cl2V2-762270a48652,20,3,20,0.707,0.63,11,12,11,3.5,0.5,3.5,6,1,6,2.395,0.765,2.395,0.693,11.80731,-0.28771,1
GeO2-77905aa4e75f,16,10.667,8,0.745,0.693,15.333,1.778,16,2.667,0.889,2,5.333,0.889,6,2.963,0.636,3.44,0.637,6.84647,-1.00952,1
Bi2S2-cca08641e07b,49.5,33.5,49.5,0.707,0.63,15.5,1,15.5,4.5,1.5,4.5,5.5,0.5,5.5,2.3,0.28,2.3,0.693,13.94341,-0.01389,1
IrLi2-2779ddd4ec2b,27.667,32.889,3,0.745,0.693,3.667,7.111,1,3.333,1.778,2,3.667,3.556,1,1.387,0.542,0.98,0.637,6.50834,0.00913,-1
F2Mo2-88413bba202f,25.5,16.5,25.5,0.707,0.63,11.5,11,11.5,3.5,1.5,3.5,6.5,0.5,6.5,3.07,0.91,3.07,0.693,12.4727,-0.24745,1
Ni2P2Te6-e2375b7b27d7,39.8,14.64,52,0.663,0.614,14.6,3.68,16,4.4,0.72,5,6.6,1.36,6,2.08,0.068,2.1,0.95,39.07006,0.0078,-1
ZrCl2-da3a08ec36da,24.667,10.222,17,0.745,0.693,12.667,11.556,17,3.667,0.889,3,6,1.333,7,2.55,0.813,3.16,0.637,10.77398,-1.23839,1
In2Te2-49131827d51a,50.5,1.5,50.5,0.707,0.63,14.5,3,14.5,5,0,5,4.5,1.5,4.5,1.94,0.16,1.94,0.693,36.2019,-0.07336,1
Ti2Zr2Se8-846b50801a93,33,3.667,34,0.707,0.674,12,10.667,16,4.167,0.278,4,5.333,0.889,6,2.178,0.496,2.55,0.868,44.9762,-1.10244,1
CCr2O2-a4b8907fceef,14,8,24,0.6,0.514,11.6,8.96,6,2.8,0.96,4,5.6,0.64,6,2.55,0.712,1.66,1.055,7.36329,-0.86268,1
S2V2-bb9749185f6d,19.5,3.5,19.5,0.707,0.63,10.5,11,10.5,3.5,0.5,3.5,5.5,0.5,5.5,2.105,0.475,2.105,0.693,9.65832,-0.37758,1
ScS2-8cb59bd9248e,17.667,2.222,16,0.745,0.693,11.667,11.556,16,3.333,0.444,3,5,1.333,6,2.173,0.542,2.58,0.637,12.42531,-1.23407,1
PtSe2-9b6eb7a4e1bf,48.667,19.556,34,0.745,0.693,14,5.333,16,4.667,0.889,4,7.333,1.778,6,2.46,0.12,2.55,0.637,11.51533,0.03821,-1
CdTe2-ccf6a1af5773,50.667,1.778,52,0.745,0.693,14.667,3.556,16,5,0,5,4.667,1.778,6,1.963,0.182,2.1,0.637,12.24844,-0.02438,1
Re2Cl6-c4fb280ab9a8,31.5,21.75,17,0.791,0.759,14.5,7.5,17,3.75,1.125,3,7,0,7,2.845,0.473,3.16,0.562,27.88204,-0.19107,1
CuBr2-22f552801137,33,2.667,35,0.745,0.693,15,5.333,17,4,0,4,8.333,1.778,7,2.607,0.471,2.96,0.637,11.99217,-0.26952,1
PtS2-77caffd1d3ed,36.667,27.556,16,0.745,0.693,14,5.333,16,4,1.333,3,7.333,1.778,6,2.48,0.133,2.58,0.637,11.05988,-0.39448,1
Sb2Cl6-152fdda71429,25.5,12.75,17,0.791,0.759,16.5,1.5,17,3.5,0.75,3,6.5,0.75,7,2.883,0.416,3.16,0.562,54.15377,-0.88634,1
CCr2F2-7840f545291c,14.4,7.68,24,0.6,0.514,12,9.6,6,2.8,0.96,4,6,0.8,6,2.766,0.971,1.66,1.055,7.87553,-1.22919,1
Os2S2-7f569ffa2458,46,30,46,0.707,0.63,12,8,12,4.5,1.5,4.5,7,1,7,2.39,0.19,2.39,0.693,7.93774,0.16133,-1
CrH2-7daf10ac5451,8.667,10.222,1,0.745,0.693,2.667,4.444,1,2,1.333,1,2.667,2.222,1,2.02,0.24,2.2,0.637,5.54431,0.21357,-1
WI2-0880686c3dd5,60,9.333,53,0.745,0.693,13.333,9.778,17,5.333,0.444,5,6.667,0.444,7,2.56,0.133,2.66,0.637,10.35892,0.85068,-1
Ni2O6-a3505134f7ac,13,7.5,8,0.791,0.759,14.5,4.5,16,2.5,0.75,2,7,1.5,6,3.058,0.574,3.44,0.562,11.54713,-0.38056,1
OsH2-33133e50ade4,26,33.333,1,0.745,0.693,3.333,6.222,1,2.667,2.222,1,3.333,3.111,1,2.2,0,2.2,0.637,6.24542,0.42015,-1
C2F2Sc3-9dea3f439399,13.286,6.612,21,0.589,0.5,10.143,12.245,3,2.857,0.98,4,4.429,1.469,3,2.449,0.933,1.36,1.079,9.10853,-1.7776,1
CrSeTe-076280734e10,36.667,10.222,36.667,0.577,0.481,12.667,8.889,12.667,4.333,0.444,4.333,6,0,6,2.103,0.298,2.103,1.099,9.72214,-0.17426,1
O2N3W4-917c514cd453,37,32.889,74,0.598,0.514,11.222,9.284,6,3.778,1.975,6,5.667,0.444,6,2.827,0.415,2.36,1.061,8.98021,-0.48561,1
Ag2Se2-8b7d07d7fc05,40.5,6.5,40.5,0.707,0.63,13.5,5,13.5,4.5,0.5,4.5,8.5,2.5,8.5,2.24,0.31,2.24,0.693,16.24236,0.15296,-1
F2C3Sc4-68335e018d78,13.333,6.815,21,0.598,0.514,9.778,12.049,3,2.889,0.988,4,4.222,1.235,3,2.339,0.87,1.36,1.061,9.2245,-1.46314,1
VSb2-ee403f334076,41.667,12.444,51,0.745,0.693,11.667,8.889,15,4.667,0.444,5,5,0,5,1.91,0.187,2.05,0.637,8.98282,0.1314,-1
SbSe2-f4f5a3fcb6c5,39.667,7.556,34,0.745,0.693,15.667,0.889,16,4.333,0.444,4,5.667,0.444,6,2.383,0.222,2.55,0.637,18.37319,0.0506,-1
IrO2-07aefcb5c635,31,30.667,8,0.745,0.693,13.667,6.222,16,3.333,1.778,2,7,1.333,6,3.027,0.551,3.44,0.637,8.5453,-0.65426,1
Mn2Te2-e57684bab155,38.5,13.5,38.5,0.707,0.63,11.5,9,11.5,4.5,0.5,4.5,6.5,0.5,6.5,1.825,0.275,1.825,0.693,14.97338,0.28951,-1
Au2Se2-23345fd8fc2b,56.5,22.5,56.5,0.707,0.63,13.5,5,13.5,5,1,5,8.5,2.5,8.5,2.545,0.005,2.545,0.693,14.92453,0.22101,-1
Pd2Te2-25a522c9011a,49,3,49,0.707,0.63,13,6,13,5,0,5,8,2,8,2.15,0.05,2.15,0.693,13.71883,0.04381,-1
AuO2-ec016390c9f9,31.667,31.556,8,0.745,0.693,14.333,4.444,16,3.333,1.778,2,7.667,2.222,6,3.14,0.4,3.44,0.637,9.41258,0.88583,-1
AsBiHf-420bf0571124,62.667,19.778,62.667,0.577,0.481,11.333,9.778,11.333,5.333,0.889,5.333,4.667,0.444,4.667,1.833,0.356,1.833,1.099,11.37127,-0.09306,1
H2O2C3Sc4-33474bb0af08,10.909,7.339,21,0.522,0.432,8,12.364,3,2.545,1.058,4,3.455,1.223,3,2.215,0.628,1.36,1.342,9.32994,-1.03653,1
BrIV-2da05db34435,37,10.667,37,0.577,0.481,13,10.667,13,4.333,0.444,4.333,6.333,0.889,6.333,2.417,0.524,2.417,1.099,13.77673,-0.65683,1
AsClSe-df329350eef2,28,7.333,28,0.577,0.481,16,1.333,16,3.667,0.444,3.667,6,0.667,6,2.63,0.353,2.63,1.099,11.58445,-0.21498,1
GeI2-24970c2cdc0f,46,9.333,53,0.745,0.693,16,2.667,17,4.667,0.444,5,6,1.333,7,2.443,0.289,2.66,0.637,16.01606,-0.36017,1
ZrO2-f09f2879d995,18.667,14.222,8,0.745,0.693,12,10.667,16,3,1.333,2,5.333,0.889,6,2.737,0.938,3.44,0.637,9.25362,-3.29875,1
Br2In2-97f88130feea,42,7,42,0.707,0.63,15,4,15,4.5,0.5,4.5,5,2,5,2.37,0.59,2.37,0.693,38.82186,-0.56969,1
Br2Cd2-af614508cd4b,41.5,6.5,41.5,0.707,0.63,14.5,5,14.5,4.5,0.5,4.5,4.5,2.5,4.5,2.325,0.635,2.325,0.693,19.09102,-0.22462,1
O2Rh2-740bf2751050,26.5,18.5,26.5,0.707,0.63,12.5,7,12.5,3.5,1.5,3.5,7.5,1.5,7.5,2.86,0.58,2.86,0.693,7.26414,-0.38135,1
Ag2O2-520a721ec074,27.5,19.5,27.5,0.707,0.63,13.5,5,13.5,3.5,1.5,3.5,8.5,2.5,8.5,2.685,0.755,2.685,0.693,19.13891,-0.04613,1
AsSe2-86c5e31bd9c7,33.667,0.444,34,0.745,0.693,15.667,0.889,16,4,0,4,5.667,0.444,6,2.427,0.164,2.55,0.637,11.48765,0.00003,-1
Ru2Te4-dad62a80b90e,49.333,3.556,52,0.745,0.693,13.333,7.111,16,5,0,5,6.667,0.889,6,2.133,0.044,2.1,0.637,44.21894,0.34216,-1
Cr2I2-a678d7509484,38.5,14.5,38.5,0.707,0.63,11.5,11,11.5,4.5,0.5,4.5,6.5,0.5,6.5,2.16,0.5,2.16,0.693,17.05717,0.08044,-1
NiS2-0bca403f5bc3,20,5.333,16,0.745,0.693,14,5.333,16,3.333,0.444,3,7.333,1.778,6,2.357,0.298,2.58,0.637,8.54724,0.15056,-1
RuI2-9aaf5722abcc,50,4,53,0.745,0.693,14,8,17,5,0,5,7.333,0.444,7,2.507,0.204,2.66,0.637,14.03985,0.03693,-1
NF2Ta2-6e63fa2404ba,34.2,31.04,73,0.6,0.514,11.8,10.88,5,3.6,1.92,6,5.8,0.96,5,2.8,1.04,1.5,1.055,7.13326,-1.61762,1
MoBr2-43a012b298b9,37.333,3.111,35,0.745,0.693,13.333,9.778,17,4.333,0.444,4,6.667,0.444,7,2.693,0.356,2.96,0.637,9.88542,-0.14007,1
CaI2-793f311ee701,42,14.667,53,0.745,0.693,12,13.333,17,4.667,0.444,5,5.333,2.222,7,2.107,0.738,2.66,0.637,23.9919,-1.49252,1
MnS2-a1fb52b45531,19,4,16,0.745,0.693,13,8,16,3.333,0.444,3,6.333,0.444,6,2.237,0.458,2.58,0.637,9.71893,-0.56682,1
NHf2-545c7c406bd4,50.333,28.889,72,0.745,0.693,7.667,9.778,4,4.667,1.778,6,4.333,0.444,4,1.88,0.773,1.3,0.637,8.76259,-0.4404,1
BrClV-878148656c6a,25,6.667,25,0.577,0.481,13,10.667,13,3.667,0.444,3.667,6.333,0.889,6.333,2.583,0.636,2.583,1.099,12.17251,-1.00878,1
ISbTe-052a3116531d,52,0.667,52,0.577,0.481,16,1.333,16,5,0,5,6,0.667,6,2.27,0.26,2.27,1.099,15.19512,-0.12763,1
Cl2Zr2-14bc47f10ec6,28.5,11.5,28.5,0.707,0.63,10.5,13,10.5,4,1,4,5.5,1.5,5.5,2.245,0.915,2.245,0.693,15.18079,-0.58486,1
O2C3Mo4-b30ed1e506e5,22.444,17.383,42,0.598,0.514,10.889,8.691,6,3.333,1.481,5,5.333,0.889,6,2.574,0.385,2.16,1.061,8.06616,-0.44821,1
VCl2-1ccb0b28392d,19,2.667,17,0.745,0.693,13,10.667,17,3.333,0.444,3,6.333,0.889,7,2.65,0.68,3.16,0.637,11.59962,-1.17354,1
SbTe2-7777200b53e3,51.667,0.444,52,0.745,0.693,15.667,0.889,16,5,0,5,5.667,0.444,6,2.083,0.022,2.1,0.637,13.17019,0.1306,-1
Co4S8-cdea8fd17b0b,19.667,4.889,16,0.745,0.693,13.667,6.222,16,3.333,0.444,3,7,1.333,6,2.347,0.311,2.58,0.637,35.60175,-0.31666,1
TiS2-69e1739b4521,18,2.667,16,0.745,0.693,12,10.667,16,3.333,0.444,3,5.333,0.889,6,2.233,0.462,2.58,0.637,10.09612,-1.30906,1
IrO2-482904566d4e,31,30.667,8,0.745,0.693,13.667,6.222,16,3.333,1.778,2,7,1.333,6,3.027,0.551,3.44,0.637,7.62238,0.17338,-1
ReF2-c87a46b15115,31,29.333,9,0.745,0.693,13.667,8.889,17,3.333,1.778,2,7,0,7,3.287,0.924,3.98,0.637,7.01683,-1.06151,1
CuSe2-6eefeca82885,32.333,2.222,34,0.745,0.693,14.333,4.444,16,4,0,4,7.667,2.222,6,2.333,0.289,2.55,0.637,8.20658,0.02763,-1
Sn2-3deec82af6d4,50,0,50,1,1,14,0,14,5,0,5,4,0,4,1.96,0,1.96,0,18.89833,0.44016,-1
W2I6-37deba64dc68,58.25,7.875,53,0.791,0.759,14.25,8.25,17,5.25,0.375,5,6.75,0.375,7,2.585,0.113,2.66,0.562,36.67838,0.1903,-1
Pb2Te2-dd0dba21843d,67,15,67,0.707,0.63,15,2,15,5.5,0.5,5.5,5,1,5,1.985,0.115,1.985,0.693,40.1581,0.00811,-1
Br2Ge2N2-eaf4f392b6cd,24.667,11.778,24.667,0.577,0.481,15.333,2.222,15.333,3.333,0.889,3.333,5.333,1.111,5.333,2.67,0.44,2.67,1.099,12.88248,-0.03332,1
WF2-b78aa9aac7bf,30.667,28.889,9,0.745,0.693,13.333,9.778,17,3.333,1.778,2,6.667,0.444,7,3.44,0.72,3.98,0.637,7.25631,-1.43926,1
CoH2-731ecb3808fb,9.667,11.556,1,0.745,0.693,3.667,7.111,1,2,1.333,1,3.667,3.556,1,2.093,0.142,2.2,0.637,5.15198,0.10355,-1
Cl2Mo2Se2-558bcbfae185,31,9.333,31,0.577,0.481,13,9.333,13,4,0.667,4,6.333,0.444,6.333,2.623,0.358,2.623,1.099,15.37928,-0.37545,1
Ir2Cl6-be7870547213,32,22.5,17,0.791,0.759,15,6,17,3.75,1.125,3,7.5,0.75,7,2.92,0.36,3.16,0.562,37.28349,0.005,-1
F2N2Nb3-7dff1a5404a0,22.143,16.163,41,0.589,0.5,11.286,10.776,5,3.286,1.469,5,5.571,0.816,5,2.691,0.936,1.6,1.079,7.37165,-1.62573,1
W2S6-ed87f2e1d63a,30.5,21.75,16,0.791,0.759,13.5,7.5,16,3.75,1.125,3,6,0,6,2.525,0.083,2.58,0.562,15.92849,-0.26528,1
HfTe2-1e2c6946ca41,58.667,8.889,52,0.745,0.693,12,10.667,16,5.333,0.444,5,5.333,0.889,6,1.833,0.356,2.1,0.637,18.33162,-0.46017,1
VAs2-f32e486e4102,29.667,4.444,33,0.745,0.693,11.667,8.889,15,4,0,4,5,0,5,1.997,0.244,2.18,0.637,7.4525,-0.07336,1
Au2Br2-3a3802ce88e9,57,22,57,0.707,0.63,14,6,14,5,1,5,9,2,9,2.75,0.21,2.75,0.693,15.68591,0.0789,-1
Sn2Te2-f781c3e79c56,51,1,51,0.707,0.63,15,2,15,5,0,5,5,1,5,2.03,0.07,2.03,0.693,38.07463,0.15692,-1
Co2S6-528ab328a585,18.75,4.125,16,0.791,0.759,14.25,5.25,16,3.25,0.375,3,6.75,1.125,6,2.405,0.262,2.58,0.562,17.257,-0.06453,1
H2N2O2Ta3-ba215ac06c89,27.889,30.074,73,0.509,0.412,8.778,11.951,5,3.111,1.926,6,4.333,1.481,5,2.429,0.721,1.5,1.369,7.4704,-1.03975,1
Hf2Se2-658e980ee123,53,19,53,0.707,0.63,10,12,10,5,1,5,5,1,5,1.925,0.625,1.925,0.693,11.17998,-0.55733,1
Al2Cl6-450a3fc3ff50,16,1.5,17,0.791,0.759,16,3,17,3,0,3,6,1.5,7,2.772,0.581,3.16,0.562,35.11469,-1.34033,1
Br4S4Ti4-8b41fd56e767,24.333,7.111,24.333,0.577,0.481,12.333,11.111,12.333,3.667,0.444,3.667,5.667,1.111,5.667,2.36,0.547,2.36,1.099,40.70949,-1.25136,1
CaI2-066f40f26c53,42,14.667,53,0.745,0.693,12,13.333,17,4.667,0.444,5,5.333,2.222,7,2.107,0.738,2.66,0.637,16.65729,-1.55868,1
Bi2Br2O2-1562a8a7b1c7,42,27.333,42,0.577,0.481,16,1.333,16,4,1.333,4,6,0.667,6,2.807,0.524,2.807,1.099,17.29771,-1.03616,1
O2N3Hf4-ff5ae22cc0bb,36.111,31.901,72,0.598,0.514,10.333,11.259,4,3.778,1.975,6,4.778,0.691,4,2.356,0.938,1.3,1.061,8.99358,-2.20953,1
Ru2I6-c6558965584c,50.75,3.375,53,0.791,0.759,14.75,6.75,17,5,0,5,7.25,0.375,7,2.545,0.173,2.66,0.562,42.60751,-0.07376,1
Mn2S2-6ec5bb2c1196,20.5,4.5,20.5,0.707,0.63,11.5,9,11.5,3.5,0.5,3.5,6.5,0.5,6.5,2.065,0.515,2.065,0.693,12.98067,-0.21911,1
CrI2-53a7a202e7c7,43.333,12.889,53,0.745,0.693,13.333,9.778,17,4.667,0.444,5,6.667,0.444,7,2.327,0.444,2.66,0.637,17.61139,-0.22045,1
Cr2I2-f5fe02ff167b,38.5,14.5,38.5,0.707,0.63,11.5,11,11.5,4.5,0.5,4.5,6.5,0.5,6.5,2.16,0.5,2.16,0.693,14.32614,0.46868,-1
C2H2O2Sc3-c6f3a447a0d1,10.333,7.111,21,0.509,0.412,7.889,12.642,3,2.444,1.037,4,3.444,1.383,3,2.273,0.641,1.36,1.369,9.71947,-1.19995,1
Se2Sn2-5236d993e815,42,8,42,0.707,0.63,15,2,15,4.5,0.5,4.5,5,1,5,2.255,0.295,2.255,0.693,33.7483,-0.02484,1
Pt2Te2-349a44885d8d,65,13,65,0.707,0.63,13,6,13,5.5,0.5,5.5,8,2,8,2.19,0.09,2.19,0.693,15.26467,0.03423,-1
Pb2Se4-129ec20b7c07,50,21.333,34,0.745,0.693,15.333,1.778,16,4.667,0.889,4,5.333,0.889,6,2.323,0.302,2.55,0.637,37.92864,-0.22587,1
Cu2P2S6-b5e293acfbce,18.4,4.24,16,0.663,0.614,14.8,3.04,16,3.2,0.32,3,6.8,1.68,6,2.366,0.257,2.58,0.95,30.17292,-0.15646,1
AuS2-03cdc19c738a,37,28,16,0.745,0.693,14.333,4.444,16,4,1.333,3,7.667,2.222,6,2.567,0.018,2.58,0.637,11.45173,0.66597,-1
C2H2O2Nb3-137a187a149c,17,16,41,0.509,0.412,8.556,11.457,5,2.778,1.481,5,4.111,1.432,5,2.353,0.57,1.6,1.369,8.7345,-0.92948,1
AsBiTi-7caa7f7502d6,46,24.667,46,0.577,0.481,11.333,9.778,11.333,4.667,0.889,4.667,4.667,0.444,4.667,1.913,0.249,1.913,1.099,10.53741,-0.08691,1
Cd2Te2-17eada273112,50,2,50,0.707,0.63,14,4,14,5,0,5,4,2,4,1.895,0.205,1.895,0.693,33.56711,-0.04802,1
